region,district,district_short,type,type_short,name,latitude,longitude,is_district_shown
Краснодарский край,Лабинский район,Лабинский р‑н,хутор,х.,Хачивань,44.63583,40.96222,1
Краснодарский край,Лабинский район,Лабинский р‑н,хутор,х.,Хлебодаровский,44.64361,40.97083,1
Краснодарский край,Лабинский район,Лабинский р‑н,станица,ст‑ца,Чамлыкская,44.71667,40.86667,1
Краснодарский край,Лабинский район,Лабинский р‑н,станица,ст‑ца,Чернореченская,44.23333,40.95,1
Краснодарский край,Ленинградский район,Ленинградский р‑н,хутор,х.,Андрющенко,46.185,39.43361,1
Краснодарский край,Ленинградский район,Ленинградский р‑н,хутор,х.,Белый,46.29528,39.59917,1
Краснодарский край,Ленинградский район,Ленинградский р‑н,хутор,х.,Березанский,46.30611,39.14833,1
Краснодарский край,Ленинградский район,Ленинградский р‑н,посёлок,п.,Бичевый,46.245,39.595,1
Краснодарский край,Ленинградский район,Ленинградский р‑н,посёлок,п.,Ближний,46.21639,39.16889,1
Краснодарский край,Ленинградский район,Ленинградский р‑н,посёлок,п.,Бурдатский,46.21778,39.57417,1
Краснодарский край,Ленинградский район,Ленинградский р‑н,хутор,х.,Восточный,46.27111,39.525,1
Краснодарский край,Ленинградский район,Ленинградский р‑н,посёлок,п.,Высотный,46.1230861,39.5771028,1
Краснодарский край,Ленинградский район,Ленинградский р‑н,посёлок,п.,Грачевка,46.22361,39.27222,1
Краснодарский край,Ленинградский район,Ленинградский р‑н,хутор,х.,Западный,46.3964222,39.3111222,1
Краснодарский край,Ленинградский район,Ленинградский р‑н,посёлок,п.,Звезда,46.19389,39.37,1
Краснодарский край,Ленинградский район,Ленинградский р‑н,посёлок,п.,Зерновой,46.2175,39.37944,1
Краснодарский край,Ленинградский район,Ленинградский р‑н,посёлок,п.,Изобильный,46.2125,39.185,1
Краснодарский край,Ленинградский район,Ленинградский р‑н,хутор,х.,Коржи,46.0225,39.28639,1
Краснодарский край,Ленинградский район,Ленинградский р‑н,хутор,х.,Краснострелецкий,46.17235,39.4903167,1
Краснодарский край,Ленинградский район,Ленинградский р‑н,станица,ст‑ца,Крыловская,46.10806,39.30833,1
